uid,memory_key,memory_value,scope,version,last_seen,note
u0318,driver_update_entry,嗯 user@example.com @@@,long,v5,2026-06-06T23:12:00,仅本次
u0588,search_scope,嗯　驱动管理器 #todo,knowledge,v4,2026/06/06 23:13,旧偏好
u0173,search_scope,那个 详细解释每一步原因！！！,knowledge,v0,2026-06-06T23:14:00,需人工复查
u0770,output_style,呃　bullet 列表 [draft],short,v1,2026/06/06 23:15:00,需人工复查
u0603,meeting_minutes_format,help: 仅本地知只库 <!-- cached -->,knowledge,v5,2026/06/06 23:16,错误写入，应移除
u0692,driver_update_entry,稍等 <<<< 纯文本 >>>> <!-- cached -->,short,v2,2026/06/06 23:17:00,需人工复查
u0597,emoji_policy,"麻烦 敏感信息只用于本轮工具调用
cache=false",long,v3,2026-06-06T23:18:00+08:00,仅本次
u0726,phone,　默认允许 邮箱 user367@example.com（口述）,knowledge,v3,2026年06月06日 23:19,旧偏好
u0388,privacy_policy,help: 不保存测试手机号 ENDEND,short,v5,2026-06-06T23:20:00,需人工复查
u0792,output_style,就是 三段式：背景、决定、待办 @@@,default,v0,2026-06-06T23:21:00,用户纠正
u0366,output_style,那个 <<<< 详细解释每一步原因 >>>>,knowledge,v3,2026年06月06日 23:22,错误写入，应移除
u0137,driver_update_entry,然后然后 驱动管理器 ～,knowledge,v5,2026/06/06 23:23,错误写入，应移除
u0532,privacy_policy,其实　三段式：背景、决定、待办……,long,v3,2026/06/06 23:24:00,旧偏好
u0301,emoji_policy,呃 先给结论，再给步骤 @@@,short,v2,2026年06月06日 23:25,用户纠正
u0659,meeting_minutes_format,麻烦 <p>麒麟系统/驱动</p>！！！,knowledge,v1,2026年06月06日 23:26,错误写入，应移除
u0086,phone,嗯　驱动管理器 [draft],default,v1,2026/06/06 23:27,用户纠正
u0066,output_style,[ASR]　短句回复 😅,default,v4,2026/06/06 23:28:00,仅本次
u0101,driver_update_entry,呃 禁用 😅,knowledge,v4,2026/06/06 23:29:00,仅本次
u0788,privacy_policy,help:　仅本地知识库 ENDEND,default,v5,2026/06/06 23:30,用户纠正
u0355,emoji_policy,我想想 **简洁、少废话**！！！,knowledge,v0,2026-06-06T23:31:00,旧偏好
u0040,emoji_policy,其实 <<<< 禁用 >>>> #todo,default,v5,2026/06/06 23:32:00,旧偏好
u0148,search_scope,呃 三段式：背景、决定、待办（口述）,default,v0,2026/06/06 23:33,错误写入，应移除
u0463,emoji_policy,呃 驱动管理器！！！,long,v4,2026-06-06 23:34:00,需人工复查
u0257,email,就是 驱动管理器,default,v1,2026年06月06日 23:35,错误写入，应移除
u0132,privacy_policy,[ASR]　简洁、少废话（口述）,long,v0,2026/06/06 23:36:00,用户纠正
u0234,search_scope,麻烦 办公软件/模板 <!-- cached -->,short,v1,2026/06/06 23:37,仅本次
u0231,emoji_policy,啊 详细、带数据表格 [draft],default,v1,2026/06/06 23:38:00,用户纠正
u0191,driver_update_entry,其实 默认允许 ENDEND,short,v0,2026/06/06 23:39:00,需人工复查
u0447,driver_update_entry,那个 仅本地知识库 😅,knowledge,v3,2026-06-06T23:40:00+08:00,用户纠正
u0409,answer_style,其实  不超过200字 <!-- cached -->,knowledge,v5,2026-06-06 23:41:00,用户纠正
u0057,answer_style,我想想 允许少量 emoji……,knowledge,v3,2026-06-06T23:42:00,仅本次
u0079,answer_style,其实 办公软件/模板！！！,knowledge,v2,2026-06-06T23:43:00+08:00,仅本次
u0293,meeting_minutes_format,麻烦 只给步骤,long,v1,2026/06/06 23:44,用户纠正
u0068,search_scope,[ASR] 只给步骤 ～,short,v3,2026/06/06 23:45:00,错误写入，应移除
u0517,driver_update_entry,呃  详细解释每一步原因 😅,default,v5,2026-06-06 23:46:00,用户纠正
u0412,privacy_policy,其实 只给步骤 😅,short,v0,2026年06月06日 23:47,用户纠正
u0492,meeting_minutes_format,麻烦 纯文本 <!-- cached -->,knowledge,v4,2026-06-06T23:48:00+08:00,错误写入，应移除
u0040,answer_style,[ASR] 详细解释每一步原因,knowledge,v4,,用户纠正
u0402,search_scope,help: 详细解释每一步原因（口述）,default,v2,2026/06/06 23:50:00,旧偏好
u0136,email,然后然后　13900001111（口述）,long,v5,2026-06-06 23:51:00,需人工复查
u0730,phone,我想想 办公软件/模板！！！,short,v0,2026-06-06 23:52:00,仅本次
u0582,meeting_minutes_format,稍等 不保存测试手机号 @@@,knowledge,v0,2026-06-06T23:53:00+08:00,错误写入，应移除
u0540,search_scope,然后然后 仅本地知识库 #todo,long,v3,2026年06月06日 23:54,需人工复查
u0211,output_style,其实　纯文本 😅,long,v5,2026-06-06T23:55:00+08:00,错误写入，应移除
u0288,search_scope,嗯 系统更新 ENDEND,knowledge,v1,2026-06-06T23:56:00,错误写入，应移除
u0436,output_style,其实 祥细、带数据表格 ～,long,v3,2026/06/06 23:57:00,需人工复查
u0450,email,嗯 办公软件/模板 ENDEND,short,v0,2026-06-06T23:58:00,错误写入，应移除
u0523,search_scope,"稍等 默认允许
stdout: OK @@@",knowledge,v0,2026-06-06T23:59:00,需人工复查
u0439,phone,然后然后 <p>先结论后步骤</p>！！！,default,v1,2026-06-07T00:00:00+08:00,需人工复查
u0121,meeting_minutes_format,那个 系统更新……,default,v2,,旧偏好
u0395,phone,麻烦 办公软件/模板,short,v4,2026/06/07 00:02,仅本次
u0787,email,[ASR]　只给步骤 <!-- cached -->,short,v1,2026-06-07T00:03:00+08:00,用户纠正
u0162,privacy_policy,help: 默认允许,long,v0,2026年06月07日 00:04,仅本次
u0756,meeting_minutes_format,嗯 短句回复,short,v4,2026/06/07 00:05,需人工复查
u0167,phone,其实 驱动管理器 #todo,default,v4,2026年06月07日 00:06,用户纠正
u0241,search_scope,稍等 简洁、少废话,long,v3,2026-06-07T00:07:00,需人工复查
u0447,email,就是 先结论后步骤 [draft],short,v4,2026-06-07T00:08:00,需人工复查
u0736,output_style,  简洁、少废话 😅,knowledge,v0,2026-06-07T00:09:00+08:00,用户纠正
u0406,phone,help:  默认允许 [draft],default,v2,2026-06-07T00:10:00,需人工复查
u0134,privacy_policy, 仅本地知只库 ENDEND,knowledge,v5,2026/06/07 00:11:00,用户纠正
u0772,output_style,稍等 敏感信息只用于本轮工具调用！！！,long,v0,2026-06-07T00:12:00,旧偏好
u0097,answer_style,　详细解释每一步原因 😅,short,v4,2026-06-07T00:13:00,用户纠正
u0612,search_scope,"我想想 默认允许
cache=false 邮箱 user428@example.com",knowledge,v2,2026年06月07日 00:14,需人工复查
u0112,phone,呃 bullet 列表……,default,v3,2026/06/07 00:15:00,错误写入，应移除
u0010,email,呃　详细、带数据表格,long,v3,2026-06-07T00:16:00,需人工复查
u0645,driver_update_entry,其实 祥细、带数据表格 ENDEND,knowledge,v1,2026年06月07日 00:17,错误写入，应移除
u0172,emoji_policy, <<<< 先结论后步骤 >>>> ENDEND,default,v1,2026-06-07 00:18:00,错误写入，应移除
u0201,search_scope,就是 先结论后步骤,knowledge,v0,2026年06月07日 00:19,用户纠正
u0667,driver_update_entry,就是 敏感信息只用于本轮工具调用 ENDEND,default,v1,2026年06月07日 00:20,需人工复查
u0742,output_style,呃　不超过200字 ～,knowledge,v5,2026-06-07T00:21:00,用户纠正
u0300,email,稍等 仅本地知只库（口述）,default,v4,2026-06-07T00:22:00,旧偏好
u0571,driver_update_entry,就是 驱动管理器 #todo,knowledge,v1,2026/06/07 00:23:00,用户纠正
u0377,answer_style,就是 先结论后步骤 #todo,short,v1,2026-06-07T00:24:00+08:00,用户纠正
u0216,output_style,嗯 允许少量 emoji <!-- cached -->,short,v5,2026/06/07 00:25:00,旧偏好
u0287,email,那个 默认允许 ENDEND,default,v5,2026-06-07 00:26:00,旧偏好
u0201,driver_update_entry,呃  允许少量 emoji ENDEND,default,v3,2026/06/07 00:27:00,需人工复查
u0494,driver_update_entry,其实 允许少量　emoji,short,v3,2026-06-07 00:28:00,旧偏好
u0221,search_scope,help: bullet 列表 ～,default,v2,2026-06-07 00:29:00,仅本次
u0602,meeting_minutes_format, <<<< 不超过200字 >>>> 😅,long,v0,2026年06月07日 00:30,仅本次
u0197,answer_style,其实 系统更新！！！,default,v0,2026-06-07T00:31:00,错误写入，应移除
u0660,search_scope,其实 <<<< 短句回复 >>>> 😅,default,v1,2026年06月07日 00:32,仅本次
u0519,search_scope,我想想 bullet  列表 ～,short,v1,2026/06/07 00:33,用户纠正
u0315,output_style,其实 ```敏感信息只用于本轮工具调用``` @@@,knowledge,v5,2026/06/07 00:34:00,用户纠正
u0093,phone,呃 详细解释每一步原因 #todo,default,v2,2026/06/07 00:35,旧偏好
u0375,email,稍等 先给结论，再给步骤 #todo,default,v0,2026-06-07T00:36:00+08:00,旧偏好
u0099,search_scope, 详细解释每一步原因！！！,default,v5,2026-06-07 00:37:00,需人工复查
u0549,emoji_policy,然后然后 仅本地知识库 @@@,knowledge,v3,2026-06-07 00:38:00,错误写入，应移除
u0359,emoji_policy,呃 办公软件/模板！！！,long,v4,2026-06-07 00:39:00,需人工复查
u0577,search_scope,那个 纯文本 ～,short,v4,2026/06/07 00:40,仅本次
u0032,privacy_policy,然后然后 默认允许,default,v3,2026/06/07 00:41:00,仅本次
u0487,output_style,我想想 ```user@example.com``` @@@,knowledge,v1,2026-06-07T00:42:00+08:00,需人工复查
u0641,output_style,"呃 **三段式：背景、决定、待办**

<!--done--> ～",short,v2,2026-06-07T00:43:00,旧偏好
u0741,privacy_policy,就是 只给步骤 [draft],default,v2,2026/06/07 00:44:00,需人工复查
u0316,phone,呃 允许少量 emoji <!-- cached -->,knowledge,v4,2026-06-07T00:45:00+08:00,仅本次
u0771,search_scope,"其实 办公软件/模板

<!--done--> 邮箱 user262@example.com @@@",knowledge,v5,2026-06-07 00:46:00,用户纠正
u0123,phone,就是 bullet 列表 #todo,default,v4,2026-06-07T00:47:00,仅本次
u0536,privacy_policy,help: 禁用！！！,default,v1,2026/06/07 00:48,用户纠正
u0410,answer_style,help:　先给结论，再给步骤 [draft],knowledge,v1,2026/06/07 00:49,用户纠正
u0364,meeting_minutes_format,呃　麒麟系统/驱动 😅,long,v5,2026-06-07 00:50:00,错误写入，应移除
u0230,search_scope,我想想 先结论后步骤,short,v0,2026年06月07日 00:51,需人工复查
u0256,search_scope,其实 **纯文本**（口述）,long,v5,2026-06-07T00:52:00,错误写入，应移除
u0056,answer_style,啊  纯文本！！！,long,v2,2026/06/07 00:53:00,仅本次
u0476,output_style,然后然后　13900001111 ENDEND,knowledge,v4,2026-06-07T00:54:00,用户纠正
u0442,privacy_policy,help:  只给步骤 ENDEND,short,v2,2026年06月07日 00:55,用户纠正
u0699,search_scope,那个 详细、带数据表格……,long,v1,2026-06-07T00:56:00+08:00,用户纠正
u0456,meeting_minutes_format,我想想 简洁、少废话,long,v2,2026-06-07 00:57:00,仅本次
u0358,search_scope,"其实　默认允许
stdout: OK <!-- cached -->",default,v2,2026年06月07日 00:58,用户纠正
u0626,privacy_policy,麻烦 纯文本 @@@,long,v1,2026-06-07T00:59:00+08:00,用户纠正
u0358,answer_style,呃 <p>默认允许</p> 😅,short,v5,2026/06/07 01:00,用户纠正
u0770,answer_style,嗯 不超过200字 ～,knowledge,v2,2026-06-07T01:01:00,错误写入，应移除
u0605,output_style,"麻烦 允许少量 emoji

<!--done--> #todo",default,v5,2026年06月07日 01:02,仅本次
u0290,privacy_policy,稍等 不超过200字 [draft],long,v1,2026-06-07T01:03:00+08:00,旧偏好
u0088,answer_style,稍等 仅本地知识库（口述）,knowledge,v0,2026-06-07T01:04:00+08:00,仅本次
u0421,meeting_minutes_format,稍等 先给结论，再给步骤 #todo,long,v5,2026-06-07T01:05:00,需人工复查
u0746,phone,我想想　只给步骤 [draft],long,v1,2026-06-07 01:06:00,需人工复查
u0114,emoji_policy,"[ASR] 麒麟系统/驱动
cache=false ～",knowledge,v2,2026/06/07 01:07,用户纠正
u0013,emoji_policy,呃 不保存测试手机号 ENDEND,default,v2,2026/06/07 01:08:00,错误写入，应移除
u0533,meeting_minutes_format,啊 <p>先结论后步骤</p> ～,default,v4,2026-06-07T01:09:00+08:00,用户纠正
u0413,meeting_minutes_format,[ASR]　user@example.com #todo,long,v2,2026年06月07日 01:10,错误写入，应移除
u0687,driver_update_entry,那个  先给结论，再给步骤 😅,long,v0,2026年06月07日 01:11,旧偏好
u0201,emoji_policy,稍等 <p>祥细解释每一步原因</p> @@@,short,v3,2026/06/07 01:12:00,旧偏好
u0780,search_scope,啊 13900001111 ～,default,v5,2026/06/07 01:13,需人工复查
u0778,driver_update_entry,嗯 bullet 列表 ENDEND,default,v0,2026-06-07T01:14:00+08:00,需人工复查
u0022,search_scope,我想想 <p>简洁、少废话</p> @@@,knowledge,v4,2026年06月07日 01:15,用户纠正
u0026,driver_update_entry,麻烦 详细解释每一步原因（口述）,long,v5,2026/06/07 01:16,错误写入，应移除
u0090,privacy_policy,我想想 办公软件/模板 😅,knowledge,v5,,仅本次
u0138,search_scope,嗯 user@example.com [draft],short,v3,2026-06-07 01:18:00,用户纠正
u0005,output_style,呃 **允许少量 emoji** ～,long,v5,2026-06-07T01:19:00+08:00,仅本次
u0610,search_scope,help: 短句回复 @@@,default,v0,2026-06-07T01:20:00+08:00,需人工复查
u0514,email,那个　系统更新 ENDEND,short,v3,2026年06月07日 01:21,需人工复查
u0572,answer_style,然后然后  不保存测试手机号 #todo,short,v1,2026-06-07T01:22:00,需人工复查
u0016,driver_update_entry,我想想　先给结论，再给步骤 [draft],default,v2,2026-06-07T01:23:00+08:00,旧偏好
u0054,answer_style,[ASR] 系统更新 @@@,default,v3,2026/06/07 01:24,旧偏好
u0262,output_style,啊 bullet 列表 #todo,long,v4,2026年06月07日 01:25,旧偏好
u0208,driver_update_entry,然后然后 驱动管理器……,default,v0,2026-06-07T01:26:00,需人工复查
u0627,email,啊 不超过200字 ～,short,v2,2026/06/07 01:27:00,需人工复查
u0767,emoji_policy,嗯 禁用 😅,long,v3,2026-06-07T01:28:00,旧偏好
u0294,search_scope,[ASR] user@example.com [draft],short,v5,2026/06/07 01:29:00,错误写入，应移除
u0212,phone,啊 简洁、少废话 😅,long,v1,2026/06/07 01:30:00,需人工复查
u0570,output_style,其实 允许少量 emoji！！！,knowledge,v1,2026-06-07 01:31:00,仅本次
u0728,meeting_minutes_format,稍等　禁用,knowledge,v5,2026/06/07 01:32:00,需人工复查
u0081,emoji_policy,"help: 仅本地知识库
stdout: OK #todo",short,v0,2026-06-07T01:33:00+08:00,需人工复查
u0256,email,稍等 bullet 列表 <!-- cached -->,knowledge,v1,2026-06-07T01:34:00+08:00,需人工复查
u0592,search_scope,然后然后 【麒麟系统/驱动】 @@@,knowledge,v2,2026/06/07 01:35,旧偏好
u0770,output_style,嗯 详细解释每一步原因 ENDEND,short,v1,2026年06月07日 01:36,仅本次
u0773,meeting_minutes_format,然后然后 <p>bullet 列表</p>,default,v2,2026-06-07 01:37:00,用户纠正
u0609,privacy_policy,其实 三段式：背景、决定、待办！！！,knowledge,v1,2026-06-07 01:38:00,仅本次
u0492,search_scope,就是 祥细解释每一步原因 😅,knowledge,v2,2026年06月07日 01:39,用户纠正
u0027,answer_style,嗯  办公软件/模板！！！,default,v2,2026年06月07日 01:40,需人工复查
u0770,email,稍等 三段式：背景、决定、待办,short,v4,2026年06月07日 01:41,需人工复查
u0277,driver_update_entry,"嗯 只给步骤
stdout: OK",default,v3,2026/06/07 01:42,错误写入，应移除
u0275,output_style,然后然后 敏感信息只用于本轮工具调用！！！,knowledge,v0,2026-06-07 01:43:00,错误写入，应移除
u0025,answer_style,[ASR] 默认允许 #todo,knowledge,v4,2026/06/07 01:44,需人工复查
u0762,meeting_minutes_format,然后然后 办公软件/模板……,knowledge,v5,2026-06-07 01:45:00,用户纠正
u0055,meeting_minutes_format,help:  短句回复（口述）,default,v1,2026/06/07 01:46,仅本次
u0231,answer_style,呃 默认允许……,default,v2,2026/06/07 01:47:00,仅本次
u0103,meeting_minutes_format,啊  简洁、少废话,default,v4,2026/06/07 01:48:00,旧偏好
u0223,privacy_policy,我想想 不超过200字……,long,v3,2026-06-07 01:49:00,需人工复查
u0649,answer_style,help:　短句回复 #todo,knowledge,v0,2026/06/07 01:50,用户纠正
u0552,search_scope,其实 只给步骤（口述）,short,v5,2026-06-07T01:51:00+08:00,错误写入，应移除
u0359,emoji_policy,[ASR] <p>不超过200字</p>！！！,short,v0,2026/06/07 01:52,旧偏好
u0485,emoji_policy,"嗯 办公软件/模板
cache=false ～",knowledge,v4,2026-06-07 01:53:00,用户纠正
u0735,answer_style,就是 <p>禁用</p> @@@,long,v5,2026-06-07 01:54:00,错误写入，应移除
u0087,meeting_minutes_format,然后然后 默认允许！！！,short,v5,2026年06月07日 01:55,需人工复查
u0176,phone,稍等 详细、带数据表格（口述）,knowledge,v1,2026-06-07T01:56:00,需人工复查
u0175,driver_update_entry,help: 简洁、少废话 #todo,default,v3,2026-06-07T01:57:00+08:00,仅本次
u0294,email,嗯 不超过200字……,default,v1,2026/06/07 01:58,旧偏好
u0032,driver_update_entry,麻烦 驱动管理器,knowledge,v2,2026-06-07T01:59:00,旧偏好
u0022,search_scope,[ASR] 短句回复 😅,short,v2,2026-06-07T02:00:00+08:00,用户纠正
u0235,privacy_policy,"我想想 先给结论，再给步骤
cache=false ENDEND",default,v2,2026/06/07 02:01:00,需人工复查
u0157,meeting_minutes_format,稍等 驱动管理器 #todo,knowledge,v3,2026年06月07日 02:02,仅本次
u0349,answer_style,　<<<< 只给步骤 >>>>,short,v0,2026-06-07T02:03:00+08:00,仅本次
u0582,privacy_policy,"help:　麒麟系统/驱动
stdout: OK！！！",short,v4,2026/06/07 02:04:00,错误写入，应移除
u0316,emoji_policy,[ASR] 不保存测试手机号 <!-- cached -->,long,v1,2026-06-07T02:05:00+08:00,旧偏好
u0444,email,然后然后 user@example.com ENDEND,knowledge,v2,2026/06/07 02:06:00,旧偏好
u0562,emoji_policy,然后然后 【麒麟系统/驱动】 <!-- cached -->,long,v4,2026/06/07 02:07:00,错误写入，应移除
u0146,output_style,稍等  <<<< 简洁、少废话 >>>> 😅,short,v1,2026年06月07日 02:08,旧偏好
u0083,output_style,呃 13900001111 ENDEND,short,v5,2026-06-07T02:09:00,需人工复查
u0384,emoji_policy,我想想 三段式：背景、决定、待办 ENDEND,default,v2,2026/06/07 02:10:00,旧偏好
u0778,search_scope,嗯 麒麟系统/驱动 [draft],knowledge,v4,2026-06-07T02:11:00+08:00,旧偏好
u0498,phone,然后然后 只给步骤,default,v4,2026/06/07 02:12,用户纠正
u0314,answer_style,我想想 ```先结论后步骤```,short,v0,2026/06/07 02:13:00,错误写入，应移除
u0794,emoji_policy,然后然后 bullet 列表,default,v4,2026-06-07T02:14:00+08:00,需人工复查
u0764,output_style,嗯 不保存测试手机号 @@@,knowledge,v5,,仅本次
u0086,privacy_policy,啊 三段式：背景、决定、待办 [draft],long,v3,2026-06-07T02:16:00+08:00,旧偏好
u0425,driver_update_entry,然后然后 <<<< 允许少量 emoji >>>>……,short,v2,2026年06月07日 02:17,用户纠正
u0480,answer_style,help: ```禁用```（口述）,knowledge,v4,2026-06-07T02:18:00,需人工复查
u0069,meeting_minutes_format, 麒麟系统/驱动！！！,long,v0,2026/06/07 02:19:00,仅本次
u0735,meeting_minutes_format,就是  <p>三段式：背景、决定、待办</p> 😅,knowledge,v0,2026/06/07 02:20:00,用户纠正
u0623,search_scope,我想想 仅本地知只库……,knowledge,v3,2026年06月07日 02:21,需人工复查
u0335,output_style,就是 允许少量 emoji！！！,short,v1,2026/06/07 02:22:00,需人工复查
u0315,emoji_policy,就是 13900001111 #todo,default,v1,,需人工复查
u0078,privacy_policy,help: 13900001111 电话 13688889999 #todo,long,v1,2026-06-07 02:24:00,用户纠正
u0786,driver_update_entry,"那个 **默认允许**
cache=false！！！",knowledge,v1,2026年06月07日 02:25,需人工复查
u0164,emoji_policy,[ASR] 简洁、少废话 @@@,knowledge,v4,2026/06/07 02:26:00,仅本次
u0798,email, 系统更新,long,v2,2026-06-07T02:27:00+08:00,用户纠正
u0565,email,"呃 敏感信息只用于本轮工具调用
cache=false",default,v2,2026-06-07 02:28:00,旧偏好
u0196,answer_style,然后然后 【纯文本】,knowledge,v2,2026/06/07 02:29,用户纠正
u0766,search_scope,啊 办公软件/模板……,short,v1,2026-06-07T02:30:00,仅本次
u0490,answer_style,呃 不保存测试手机号（口述）,short,v2,2026/06/07 02:31:00,用户纠正
u0337,driver_update_entry, 先给结论，再给步骤……,knowledge,v0,2026-06-07T02:32:00+08:00,错误写入，应移除
u0311,emoji_policy,啊 只给步骤 @@@,knowledge,v5,2026/06/07 02:33,旧偏好
u0683,driver_update_entry,呃 不超过200字……,long,v1,2026-06-07T02:34:00+08:00,错误写入，应移除
u0413,search_scope,嗯 仅本地知识库 😅,long,v4,2026/06/07 02:35:00,用户纠正
u0670,meeting_minutes_format,稍等 办公软件/模板（口述）,default,v1,2026-06-07T02:36:00+08:00,错误写入，应移除
u0793,answer_style,呃　user@example.com ～,knowledge,v2,2026-06-07 02:37:00,需人工复查
u0689,driver_update_entry, 驱动管理器 😅,short,v3,2026-06-07T02:38:00,需人工复查
u0677,meeting_minutes_format,"麻烦 敏感信息只用于本轮工具调用

<!--done--> 😅",short,v0,,错误写入，应移除
u0546,privacy_policy,其实 不保存测试手机号 #todo,long,v1,2026/06/07 02:40:00,需人工复查
u0562,driver_update_entry,　不保存测试手机号 <!-- cached -->,long,v0,2026-06-07T02:41:00+08:00,需人工复查
u0342,driver_update_entry,啊 允许少量 emoji（口述）,knowledge,v2,2026年06月07日 02:42,错误写入，应移除
u0107,answer_style,那个  默认允许 #todo,knowledge,v1,2026-06-07 02:43:00,需人工复查
u0292,email,"啊 bullet 列表

<!--done--> ～",long,v4,2026年06月07日 02:44,错误写入，应移除
u0270,email,啊 禁用 😅,knowledge,v0,2026-06-07 02:45:00,旧偏好
u0217,email,[ASR] 仅本地知识库 [draft],long,v2,2026-06-07T02:46:00,用户纠正
u0053,driver_update_entry,麻烦 祥细、带数据表格 😅,short,v4,2026-06-07T02:47:00+08:00,需人工复查
u0129,answer_style,我想想 三段式：背景、决定、待办 ～,short,v1,2026年06月07日 02:48,旧偏好
u0336,emoji_policy,然后然后  user@example.com [draft],default,v5,2026-06-07 02:49:00,需人工复查
u0245,meeting_minutes_format,"然后然后 <<<< 仅本地知识库 >>>>

<!--done--> <!-- cached -->",default,v5,2026/06/07 02:50,用户纠正
u0305,phone,呃 <p>先结论后步骤</p>（口述）,default,v2,2026/06/07 02:51,旧偏好
u0600,output_style,嗯 驱动管理器……,default,v5,2026/06/07 02:52:00,仅本次
u0545,privacy_policy,稍等 奇麟系统/驱动 #todo,short,v4,2026/06/07 02:53,仅本次
u0606,driver_update_entry, 敏感信息只用于本轮工具调用 ～,long,v3,2026-06-07T02:54:00,旧偏好
u0492,output_style,[ASR] <p>不超过200字</p>……,long,v5,2026-06-07T02:55:00+08:00,错误写入，应移除
u0269,meeting_minutes_format,呃 先给结论，再给步骤 #todo,default,v4,2026/06/07 02:56,错误写入，应移除
u0648,driver_update_entry,稍等  纯文本 @@@,short,v0,2026-06-07T02:57:00,旧偏好
u0435,privacy_policy,啊 敏感信息只用于本轮工具调用 @@@,long,v3,2026年06月07日 02:58,仅本次
u0669,answer_style,稍等 敏感信息只用于本轮工具调用（口述）,short,v2,2026/06/07 02:59:00,旧偏好
u0145,phone,啊 默认允许（口述）,long,v5,2026-06-07T03:00:00+08:00,需人工复查
u0729,output_style,我想想 纯文本,knowledge,v3,2026-06-07T03:01:00+08:00,仅本次
u0782,answer_style,其实 详细解释每一步原因 ～,knowledge,v4,2026/06/07 03:02:00,仅本次
u0232,meeting_minutes_format,稍等 先结论后步骤 <!-- cached -->,default,v2,2026-06-07T03:03:00,需人工复查
u0232,search_scope,呃　麒麟系统/驱动 ～,long,v4,2026/06/07 03:04,旧偏好
u0335,meeting_minutes_format,就是 仅本地知识库 ENDEND,default,v2,2026-06-07T03:05:00,错误写入，应移除
u0564,search_scope,就是 先给结论，再给步骤 [draft],default,v3,2026-06-07 03:06:00,旧偏好
u0722,meeting_minutes_format,麻烦 <p>简洁、少废话</p> @@@,default,v2,2026-06-07T03:07:00+08:00,用户纠正
u0129,emoji_policy,我想想　办公软件/模板 [draft],default,v2,2026年06月07日 03:08,错误写入，应移除
u0149,emoji_policy,就是　驱动管理器 #todo,default,v1,2026-06-07T03:09:00+08:00,需人工复查
u0668,emoji_policy,help:  不超过200字……,long,v4,2026-06-07T03:10:00+08:00,仅本次
u0216,search_scope, 不保存测试手机号 ～,default,v2,2026-06-07T03:11:00,用户纠正
u0642,phone,[ASR] 麒麟系统/驱动 @@@,default,v1,2026/06/07 03:12:00,旧偏好
u0328,answer_style,[ASR] 不保存测试手机号 ENDEND,knowledge,v4,2026/06/07 03:13,需人工复查
u0571,emoji_policy,呃 默认允许……,short,v5,2026-06-07T03:14:00+08:00,旧偏好
u0098,driver_update_entry,呃 简洁、少废话 ～,default,v0,2026/06/07 03:15:00,仅本次
u0522,phone,help: 简洁、少废话 #todo,short,v4,2026/06/07 03:16:00,仅本次
u0470,meeting_minutes_format,啊 先给结论，再给步骤 ～,default,v5,2026-06-07T03:17:00+08:00,错误写入，应移除
u0150,answer_style,啊 短句回复 😅,long,v0,2026-06-07 03:18:00,需人工复查
u0653,email,然后然后 不超过200字 😅,long,v5,2026/06/07 03:19:00,仅本次
u0707,output_style,麻烦 user@example.com 电话 13900001111 <!-- cached -->,long,v2,2026年06月07日 03:20,错误写入，应移除
u0315,privacy_policy,嗯 bullet 列表,long,v3,2026年06月07日 03:21,用户纠正
u0180,emoji_policy,稍等 驱动管理器 😅,default,v1,2026/06/07 03:22:00,旧偏好
u0610,driver_update_entry,然后然后  默认允许……,long,v1,2026/06/07 03:23:00,仅本次
u0556,driver_update_entry, 三段式：背景、决定、待办,long,v0,2026-06-07T03:24:00+08:00,旧偏好
u0263,output_style,啊 先结论后步骤……,knowledge,v3,2026-06-07T03:25:00,需人工复查
u0676,driver_update_entry,那个 短句回复 @@@,long,v3,2026/06/07 03:26:00,错误写入，应移除
u0401,search_scope,嗯 先结论后步骤 [draft],knowledge,v0,2026年06月07日 03:27,旧偏好
u0045,privacy_policy,其实 不保存测试手机号 😅,default,v2,2026/06/07 03:28:00,需人工复查
u0109,meeting_minutes_format, user@example.com ～,long,v5,,错误写入，应移除
u0512,answer_style,呃 办公软件/模板 😅,knowledge,v2,2026-06-07 03:30:00,用户纠正
u0286,answer_style,"[ASR] user@example.com
stdout: OK ～",knowledge,v1,2026-06-07T03:31:00,仅本次
u0085,privacy_policy,其实 驱动管理器……,long,v5,2026年06月07日 03:32,用户纠正
u0713,privacy_policy,[ASR] 禁用 [draft],knowledge,v2,2026/06/07 03:33:00,用户纠正
u0735,phone,呃　bullet 列表 [draft],long,v4,2026/06/07 03:34:00,用户纠正
u0708,search_scope,help:  ```先给结论，再给步骤``` @@@,default,v2,2026/06/07 03:35:00,用户纠正
u0006,answer_style,help: 13900001111！！！,default,v1,2026-06-07T03:36:00,需人工复查
u0334,output_style,[ASR]　简洁、少废话！！！,knowledge,v1,2026年06月07日 03:37,用户纠正
u0539,email,稍等 <<<< 13900001111 >>>> <!-- cached -->,default,v5,2026/06/07 03:38,错误写入，应移除
u0711,phone,其实 仅本地知只库 [draft],default,v1,2026-06-07 03:39:00,需人工复查
u0761,driver_update_entry,其实 【不保存测试手机号】,default,v5,2026/06/07 03:40:00,用户纠正
u0643,meeting_minutes_format,呃 仅本地知识库 #todo,default,v0,2026-06-07T03:41:00+08:00,仅本次
u0147,emoji_policy,麻烦 短句回复 ～,short,v1,2026-06-07T03:42:00,用户纠正
u0685,answer_style,呃 驱动管理器 @@@,long,v1,2026年06月07日 03:43,错误写入，应移除
